index,units_sold,discount,placement,end_of_aisle,public_holiday,sales,price,male_ratio,avg_income,avg_income_delta,avg_income_quartile,temperature,week_years,competing_brand_6pk_price,competing_brand_discount
2016/01/08,65,TRUE,top-shelf,FALSE,FALSE,1228.5,18.9,0.578561748,78242.68152,-1757.318483,2,20,2018/02/16,16.2,FALSE
2016/01/09,61,TRUE,top-shelf,FALSE,FALSE,1152.9,18.9,0.674172966,71306.05692,-8693.943077,1,21,2018/02/16,16.2,FALSE
2016/01/10,71,TRUE,top-shelf,FALSE,FALSE,1341.9,18.9,0.619647988,90113.29628,10113.29628,4,31,2018/02/16,16.2,FALSE
2016/01/11,57,TRUE,top-shelf,FALSE,FALSE,1077.3,18.9,0.464550574,88404.35094,8404.350944,4,25,2018/02/16,16.2,FALSE
2016/01/12,71,TRUE,top-shelf,FALSE,FALSE,1341.9,18.9,0.597420504,79259.59708,-740.4029164,2,30,2018/02/16,16.2,FALSE
2016/01/13,79,TRUE,top-shelf,FALSE,FALSE,1493.1,18.9,0.416090523,78747.81335,-1252.186652,2,34,2018/02/16,16.2,FALSE
2016/01/14,69,TRUE,top-shelf,FALSE,FALSE,1304.1,18.9,0.247533331,82058.66994,2058.669942,3,30,2018/03/16,16.2,FALSE
2016/01/15,52,FALSE,bottom-shelf,FALSE,FALSE,1092,21,0.469019103,85596.94056,5596.940564,4,31,2018/03/16,16.2,FALSE
2016/01/16,55,FALSE,bottom-shelf,FALSE,FALSE,1155,21,0.465524213,70672.1864,-9327.8136,1,34,2018/03/16,16.2,FALSE
2016/01/17,47,FALSE,bottom-shelf,FALSE,FALSE,987,21,0.331983869,72181.37847,-7818.621528,1,29,2018/03/16,16.2,FALSE
2016/01/18,32,FALSE,bottom-shelf,FALSE,FALSE,672,21,0.505511547,74439.31058,-5560.689423,1,21,2018/03/16,16.2,FALSE
2016/01/19,44,FALSE,bottom-shelf,FALSE,FALSE,924,21,0.461861583,84914.46707,4914.467074,3,24,2018/03/16,16.2,FALSE
2016/01/20,51,FALSE,bottom-shelf,FALSE,FALSE,1071,21,0.428525778,63848.13371,-16151.86629,1,34,2018/03/16,16.2,FALSE
2016/01/21,30,FALSE,bottom-shelf,FALSE,FALSE,630,21,0.421679146,76147.09213,-3852.90787,2,18,2018/04/16,16.2,FALSE
2016/01/22,58,FALSE,mid-shelf,FALSE,FALSE,1218,21,0.452904109,82974.79778,2974.797776,3,20,2018/04/16,16.2,FALSE
2016/01/23,59,FALSE,mid-shelf,FALSE,FALSE,1239,21,0.509796859,89971.2095,9971.209499,4,33,2018/04/16,16.2,FALSE
2016/01/24,54,FALSE,mid-shelf,FALSE,FALSE,1134,21,0.683917646,89342.20065,9342.200646,4,27,2018/04/16,16.2,FALSE
2016/01/25,48,FALSE,mid-shelf,FALSE,FALSE,1008,21,0.66800037,93950.83863,13950.83863,4,28,2018/04/16,16.2,FALSE
2016/01/26,43,FALSE,mid-shelf,FALSE,FALSE,903,21,0.487878919,68278.27686,-11721.72314,1,24,2018/04/16,16.2,FALSE
2016/01/27,53,FALSE,mid-shelf,FALSE,FALSE,1113,21,0.395036138,87570.6256,7570.625595,4,32,2018/04/16,16.2,FALSE
2016/01/28,45,FALSE,mid-shelf,FALSE,FALSE,945,21,0.688345517,86924.83168,6924.83168,4,23,2018/05/16,16.2,FALSE
2016/01/29,53,FALSE,top-shelf,FALSE,FALSE,1113,21,0.479996741,84381.62209,4381.622089,3,18,2018/05/16,16.2,FALSE
2016/01/30,65,FALSE,top-shelf,FALSE,FALSE,1365,21,0.502909288,78699.9686,-1300.031403,2,21,2018/05/16,16.2,FALSE
2016/01/31,74,FALSE,top-shelf,FALSE,FALSE,1554,21,0.492516398,81853.15027,1853.150269,3,31,2018/05/16,16.2,FALSE
2016/02/01,53,FALSE,top-shelf,FALSE,FALSE,1113,21,0.485134905,82499.27471,2499.274713,3,24,2018/05/16,16.2,FALSE
2016/02/02,56,FALSE,top-shelf,FALSE,FALSE,1176,21,0.421815892,83107.37208,3107.372077,3,29,2018/05/16,16.2,FALSE
2016/02/03,42,FALSE,top-shelf,FALSE,FALSE,882,21,0.475093699,70607.72923,-9392.270772,1,23,2018/05/16,16.2,FALSE
2016/02/04,52,FALSE,top-shelf,FALSE,FALSE,1092,21,0.567838187,80916.42463,916.4246336,3,22,2018/06/16,16.2,FALSE
2016/02/05,48,FALSE,mid-shelf,FALSE,FALSE,1008,21,0.652801621,77958.46529,-2041.534715,2,19,2018/06/16,16.2,FALSE
2016/02/06,59,FALSE,mid-shelf,FALSE,FALSE,1239,21,0.467301335,83311.68837,3311.688372,3,23,2018/06/16,16.2,FALSE
2016/02/07,44,FALSE,mid-shelf,FALSE,FALSE,924,21,0.572053373,89449.08456,9449.084563,4,25,2018/06/16,16.2,FALSE
2016/02/08,51,FALSE,mid-shelf,FALSE,FALSE,1071,21,0.44640675,77505.87975,-2494.120246,2,31,2018/06/16,16.2,FALSE
2016/02/09,53,FALSE,mid-shelf,FALSE,FALSE,1113,21,0.567001681,68746.11496,-11253.88504,1,34,2018/06/16,16.2,FALSE
2016/02/10,49,FALSE,mid-shelf,FALSE,FALSE,1029,21,0.494982812,67508.38443,-12491.61557,1,33,2018/06/16,16.2,FALSE
2016/02/11,36,FALSE,mid-shelf,FALSE,FALSE,756,21,0.388097968,67372.70616,-12627.29384,1,24,2018/07/16,16.2,FALSE
2016/02/12,48,FALSE,bottom-shelf,FALSE,FALSE,1008,21,0.531872543,75695.8569,-4304.143105,2,31,2018/07/16,16.2,FALSE
2016/02/13,43,FALSE,bottom-shelf,FALSE,FALSE,903,21,0.60122206,81704.57706,1704.577056,3,22,2018/07/16,16.2,FALSE
2016/02/14,35,FALSE,bottom-shelf,FALSE,FALSE,735,21,0.485955021,68634.56595,-11365.43405,1,22,2018/07/16,16.2,FALSE
2016/02/15,27,FALSE,bottom-shelf,FALSE,FALSE,567,21,0.295609357,85912.44239,5912.442388,4,27,2018/07/16,16.2,FALSE
2016/02/16,16,FALSE,bottom-shelf,FALSE,FALSE,336,21,0.428881209,70900.10351,-9099.896485,1,19,2018/07/16,16.2,FALSE
2016/02/17,29,FALSE,bottom-shelf,FALSE,FALSE,609,21,0.667014513,88218.0078,8218.007803,4,26,2018/07/16,16.2,FALSE
2016/02/18,39,FALSE,bottom-shelf,FALSE,FALSE,819,21,0.302434767,79958.43007,-41.56992891,2,31,2018/08/16,16.2,FALSE
2016/02/19,51,FALSE,top-shelf,FALSE,FALSE,1071,21,0.445195664,72737.07666,-7262.923335,1,21,2018/08/16,16.2,FALSE
2016/02/20,67,FALSE,top-shelf,FALSE,FALSE,1407,21,0.420169095,77089.70218,-2910.29782,2,28,2018/08/16,16.2,FALSE
2016/02/21,76,FALSE,top-shelf,FALSE,FALSE,1596,21,0.482546514,80104.85116,104.8511553,2,34,2018/08/16,16.2,FALSE
2016/02/22,55,FALSE,top-shelf,FALSE,FALSE,1155,21,0.375290092,76904.93734,-3095.062656,2,30,2018/08/16,16.2,FALSE
2016/02/23,58,FALSE,top-shelf,FALSE,FALSE,1218,21,0.411489668,73695.25185,-6304.748154,1,34,2018/08/16,16.2,FALSE
2016/02/24,58,FALSE,top-shelf,FALSE,FALSE,1218,21,0.413165238,80801.98809,801.9880867,3,30,2018/08/16,16.2,FALSE
2016/02/25,58,FALSE,top-shelf,FALSE,FALSE,1218,21,0.461432816,90405.76845,10405.76845,4,34,2018/09/16,16.2,FALSE
2016/02/26,52,FALSE,mid-shelf,FALSE,FALSE,1092,21,0.430527518,89377.295,9377.295,4,31,2018/09/16,16.2,FALSE
2016/02/27,59,FALSE,mid-shelf,FALSE,FALSE,1239,21,0.511713557,92712.27896,12712.27896,4,33,2018/09/16,16.2,FALSE
2016/02/28,49,FALSE,mid-shelf,FALSE,FALSE,1029,21,0.447454104,86248.27278,6248.272776,4,30,2018/09/16,16.2,FALSE
2016/02/29,46,FALSE,mid-shelf,FALSE,FALSE,966,21,0.542327862,81368.17609,1368.176091,3,22,2018/09/16,16.2,FALSE
2016/03/01,48,FALSE,mid-shelf,FALSE,FALSE,1008,21,0.737565127,75656.72139,-4343.278613,2,26,2018/09/16,16.2,FALSE
2016/03/02,42,FALSE,mid-shelf,FALSE,FALSE,882,21,0.485228466,83316.9615,3316.961496,3,20,2018/09/16,16.2,FALSE
2016/03/03,35,FALSE,mid-shelf,FALSE,FALSE,735,21,0.525915817,93754.51819,13754.51819,4,22,2018/10/16,16.2,FALSE
2016/03/04,40,FALSE,mid-shelf,FALSE,FALSE,840,21,0.356070229,73587.2645,-6412.735497,1,19,2018/10/16,16.2,FALSE
2016/03/05,55,FALSE,mid-shelf,FALSE,FALSE,1155,21,0.455713402,80225.42712,225.427122,3,22,2018/10/16,16.2,FALSE
2016/03/06,48,FALSE,mid-shelf,FALSE,FALSE,1008,21,0.640815152,92167.52326,12167.52326,4,26,2018/10/16,16.2,FALSE
2016/03/07,36,FALSE,mid-shelf,FALSE,FALSE,756,21,0.431809651,91872.5333,11872.5333,4,24,2018/10/16,16.2,FALSE
2016/03/08,41,FALSE,mid-shelf,FALSE,FALSE,861,21,0.431121692,81206.03117,1206.03117,3,20,2018/10/16,16.2,FALSE
2016/03/09,44,FALSE,mid-shelf,FALSE,FALSE,924,21,0.429693778,79965.85411,-34.14589082,2,23,2018/10/16,16.2,FALSE
2016/03/10,49,FALSE,mid-shelf,FALSE,FALSE,1029,21,0.378452912,82290.90107,2290.901068,3,34,2018/11/16,14,TRUE
2016/03/11,48,FALSE,top-shelf,FALSE,FALSE,1008,21,0.366479027,106481.9514,26481.9514,4,34,2018/11/16,14,TRUE
2016/03/12,58,FALSE,top-shelf,FALSE,FALSE,1218,21,0.52516284,82943.6133,2943.613299,3,33,2018/11/16,14,TRUE
2016/03/13,48,FALSE,top-shelf,FALSE,FALSE,1008,21,0.579551566,80543.51295,543.5129494,3,27,2018/11/16,14,TRUE
2016/03/14,48,FALSE,top-shelf,FALSE,FALSE,1008,21,0.523753997,83033.97329,3033.973287,3,32,2018/11/16,14,TRUE
2016/03/15,48,FALSE,top-shelf,FALSE,FALSE,1008,21,0.484472193,83881.79717,3881.79717,3,32,2018/11/16,14,TRUE
2016/03/16,41,FALSE,top-shelf,FALSE,FALSE,861,21,0.469532157,78848.81265,-1151.187353,2,30,2018/11/16,14,TRUE
2016/03/17,30,FALSE,top-shelf,FALSE,FALSE,630,21,0.530132093,84559.22242,4559.22242,3,19,2018/12/16,14,TRUE
2016/03/18,49,FALSE,top-shelf,FALSE,FALSE,1029,21,0.459988947,83632.06551,3632.065515,3,22,2018/12/16,14,TRUE
2016/03/19,49,FALSE,top-shelf,FALSE,FALSE,1029,21,0.444743836,83542.81869,3542.818692,3,25,2018/12/16,14,TRUE
2016/03/20,39,FALSE,top-shelf,FALSE,FALSE,819,21,0.3954328,75313.31491,-4686.685086,2,19,2018/12/16,14,TRUE
2016/03/21,34,FALSE,top-shelf,FALSE,FALSE,714,21,0.392092728,87445.04454,7445.044545,4,31,2018/12/16,14,TRUE
2016/03/22,34,FALSE,top-shelf,FALSE,FALSE,714,21,0.488617594,79029.1666,-970.8333967,2,22,2018/12/16,14,TRUE
2016/03/23,39,FALSE,top-shelf,FALSE,FALSE,819,21,0.317004022,80387.53098,387.5309796,3,25,2018/12/16,14,TRUE
2016/03/24,46,FALSE,top-shelf,FALSE,FALSE,966,21,0.707401557,87103.07822,7103.078223,4,28,13 - 2016,16.2,FALSE
2016/03/25,-7,TRUE,bottom-shelf,TRUE,FALSE,-132.3,18.9,0.357102163,80281.41056,281.4105553,3,25,13 - 2016,16.2,FALSE
2016/03/26,88,TRUE,bottom-shelf,TRUE,TRUE,1663.2,18.9,0.464858542,84421.83851,4421.83851,3,32,13 - 2016,16.2,FALSE
2016/03/27,67,TRUE,bottom-shelf,TRUE,TRUE,1266.3,18.9,0.534384732,92193.28433,12193.28433,4,22,13 - 2016,16.2,FALSE
2016/03/28,61,TRUE,bottom-shelf,TRUE,FALSE,1152.9,18.9,0.497155641,77908.79268,-2091.207317,2,30,13 - 2016,16.2,FALSE
2016/03/29,49,TRUE,bottom-shelf,TRUE,FALSE,926.1,18.9,0.483295342,92340.31431,12340.31431,4,27,13 - 2016,16.2,FALSE
2016/03/30,56,TRUE,bottom-shelf,TRUE,FALSE,1058.4,18.9,0.524512923,76757.44908,-3242.550915,2,24,13 - 2016,16.2,FALSE
2016/03/31,61,TRUE,bottom-shelf,TRUE,FALSE,1152.9,18.9,0.56036139,81578.78714,1578.787141,3,27,14 - 2016,16.2,FALSE
2016/04/01,49,FALSE,mid-shelf,FALSE,FALSE,1029,21,0.638824153,87578.06744,7578.067443,4,28,14 - 2016,16.2,FALSE
2016/04/02,44,FALSE,mid-shelf,FALSE,FALSE,924,21,0.496684255,86550.3066,6550.306598,4,27,14 - 2016,16.2,FALSE
2016/04/03,40,FALSE,mid-shelf,FALSE,FALSE,840,21,0.511649773,85268.33717,5268.337169,4,24,14 - 2016,16.2,FALSE
2016/04/04,49,FALSE,mid-shelf,FALSE,FALSE,1029,21,0.521603323,81008.39099,1008.390989,3,25,14 - 2016,16.2,FALSE
2016/04/05,38,FALSE,mid-shelf,FALSE,FALSE,798,21,0.56346749,70505.5985,-9494.401505,1,25,14 - 2016,16.2,FALSE
2016/04/06,36,FALSE,mid-shelf,FALSE,FALSE,756,21,0.695144443,91311.47614,11311.47614,4,22,14 - 2016,16.2,FALSE
2016/04/07,38,FALSE,mid-shelf,FALSE,FALSE,798,21,0.628149455,87145.78372,7145.783717,4,25,15 - 2016,16.2,FALSE
2016/04/08,61,TRUE,top-shelf,FALSE,FALSE,1152.9,18.9,0.58654254,74694.99334,-5305.00666,1,31,15 - 2016,16.2,FALSE
2016/04/09,57,TRUE,top-shelf,FALSE,FALSE,1077.3,18.9,0.529680593,71592.98434,-8407.015664,1,30,15 - 2016,16.2,FALSE
2016/04/10,84,TRUE,top-shelf,FALSE,FALSE,1587.6,18.9,0.611074064,79874.26724,-125.7327581,2,35,15 - 2016,16.2,FALSE
2016/04/11,56,TRUE,top-shelf,FALSE,FALSE,1058.4,18.9,0.438828063,77703.1245,-2296.875502,2,25,15 - 2016,16.2,FALSE
2016/04/12,47,TRUE,top-shelf,FALSE,FALSE,888.3,18.9,0.493134336,89761.69195,9761.691954,4,24,15 - 2016,16.2,FALSE
2016/04/13,38,TRUE,top-shelf,FALSE,FALSE,718.2,18.9,0.394677459,86632.40544,6632.405442,4,19,15 - 2016,16.2,FALSE
2016/04/14,50,TRUE,top-shelf,FALSE,FALSE,945,18.9,0.360221308,85863.99898,5863.998977,4,29,16 - 2016,16.2,FALSE
2016/04/15,23,FALSE,bottom-shelf,FALSE,FALSE,483,21,0.484791322,92692.63693,12692.63693,4,20,16 - 2016,16.2,FALSE
2016/04/16,56,FALSE,bottom-shelf,FALSE,FALSE,1176,21,0.511712602,82083.2261,2083.226095,3,34,16 - 2016,16.2,FALSE
2016/04/17,41,FALSE,bottom-shelf,FALSE,FALSE,861,21,0.501360282,80379.98912,379.9891249,3,21,16 - 2016,16.2,FALSE
2016/04/18,38,FALSE,bottom-shelf,FALSE,FALSE,798,21,0.37922735,76582.04087,-3417.959133,2,30,16 - 2016,16.2,FALSE
2016/04/19,45,FALSE,bottom-shelf,FALSE,FALSE,945,21,0.44056187,77081.76166,-2918.238338,2,33,16 - 2016,16.2,FALSE
2016/04/20,30,FALSE,bottom-shelf,FALSE,FALSE,630,21,0.458312366,76926.65594,-3073.344064,2,21,16 - 2016,16.2,FALSE
2016/04/21,13,FALSE,bottom-shelf,FALSE,FALSE,273,21,0.432432536,73013.2913,-6986.7087,1,26,17 - 2016,14,TRUE
2016/04/22,20,FALSE,bottom-shelf,FALSE,FALSE,420,21,0.412578539,90879.38101,10879.38101,4,23,17 - 2016,14,TRUE
2016/04/23,30,FALSE,bottom-shelf,FALSE,FALSE,630,21,0.581915334,76551.29943,-3448.700571,2,23,17 - 2016,14,TRUE
2016/04/24,26,FALSE,bottom-shelf,FALSE,FALSE,546,21,0.516914428,88803.81758,8803.81758,4,26,17 - 2016,14,TRUE
2016/04/25,12,FALSE,bottom-shelf,FALSE,FALSE,252,21,0.662407995,68953.5788,-11046.4212,1,24,17 - 2016,14,TRUE
2016/04/26,13,FALSE,bottom-shelf,FALSE,FALSE,273,21,0.621235422,89497.07486,9497.074855,4,25,17 - 2016,14,TRUE
2016/04/27,19,FALSE,bottom-shelf,FALSE,FALSE,399,21,0.638615243,76061.59041,-3938.409594,2,22,17 - 2016,14,TRUE
2016/04/28,34,FALSE,bottom-shelf,FALSE,FALSE,714,21,0.493392317,68312.82636,-11687.17364,1,32,18 - 2016,16.2,FALSE
2016/04/29,60,TRUE,bottom-shelf,TRUE,FALSE,1134,18.9,0.336089648,96559.04971,16559.04971,4,22,18 - 2016,16.2,FALSE
2016/04/30,76,TRUE,bottom-shelf,TRUE,FALSE,1436.4,18.9,0.502799118,77975.78811,-2024.211894,2,29,18 - 2016,16.2,FALSE
2016/05/01,60,TRUE,bottom-shelf,TRUE,FALSE,1134,18.9,0.431262005,98255.68949,18255.68949,4,24,18 - 2016,16.2,FALSE
2016/05/02,71,TRUE,bottom-shelf,TRUE,FALSE,1341.9,18.9,0.626499387,79093.40321,-906.5967855,2,32,18 - 2016,16.2,FALSE
2016/05/03,50,TRUE,bottom-shelf,TRUE,FALSE,945,18.9,0.571673907,90793.3641,10793.3641,4,21,18 - 2016,16.2,FALSE
2016/05/04,55,TRUE,bottom-shelf,TRUE,FALSE,1039.5,18.9,0.431567316,78883.39941,-1116.600593,2,20,18 - 2016,16.2,FALSE
2016/05/05,53,TRUE,bottom-shelf,TRUE,FALSE,1001.7,18.9,0.480371814,69991.42762,-10008.57238,1,24,19 - 2016,16.2,FALSE
2016/05/06,76,TRUE,mid-shelf,TRUE,FALSE,1436.4,18.9,0.439206951,75943.25784,-4056.742161,2,24,19 - 2016,16.2,FALSE
2016/05/07,71,TRUE,mid-shelf,TRUE,FALSE,1341.9,18.9,0.609401483,78694.92635,-1305.073648,2,27,19 - 2016,16.2,FALSE
2016/05/08,70,TRUE,mid-shelf,TRUE,FALSE,1323,18.9,0.501633564,78411.12418,-1588.875824,2,22,19 - 2016,16.2,FALSE
2016/05/09,49,TRUE,mid-shelf,TRUE,FALSE,926.1,18.9,0.474462949,59193.99793,-20806.00207,1,19,19 - 2016,16.2,FALSE
2016/05/10,57,TRUE,mid-shelf,TRUE,FALSE,1077.3,18.9,0.480643259,79891.799,-108.2010009,2,19,19 - 2016,16.2,FALSE
2016/05/11,81,TRUE,mid-shelf,TRUE,FALSE,1530.9,18.9,0.444839623,73738.09394,-6261.906064,1,35,19 - 2016,16.2,FALSE
2016/05/12,68,TRUE,mid-shelf,TRUE,FALSE,1285.2,18.9,0.3905249,78752.82326,-1247.176743,2,26,20 - 2016,16.2,FALSE
2016/05/13,42,FALSE,bottom-shelf,FALSE,FALSE,882,21,0.359472482,78221.87917,-1778.120834,2,22,20 - 2016,16.2,FALSE
2016/05/14,37,FALSE,bottom-shelf,FALSE,FALSE,777,21,0.448711205,83252.41381,3252.413815,3,21,20 - 2016,16.2,FALSE
2016/05/15,53,FALSE,bottom-shelf,FALSE,FALSE,1113,21,0.514433021,79245.04614,-754.9538596,2,31,20 - 2016,16.2,FALSE
2016/05/16,28,FALSE,bottom-shelf,FALSE,FALSE,588,21,0.437389889,85320.68727,5320.68727,4,29,20 - 2016,16.2,FALSE
2016/05/17,49,FALSE,bottom-shelf,FALSE,FALSE,1029,21,0.635313697,80402.33147,402.3314686,3,33,20 - 2016,16.2,FALSE
2016/05/18,40,FALSE,bottom-shelf,FALSE,FALSE,840,21,0.554811022,82005.30489,2005.304885,3,29,20 - 2016,16.2,FALSE
2016/05/19,14,FALSE,bottom-shelf,FALSE,FALSE,294,21,0.543758701,93023.74301,13023.74301,4,27,21 - 2016,14,TRUE
2016/05/20,19,FALSE,bottom-shelf,FALSE,FALSE,399,21,0.469455765,85615.56733,5615.567328,4,28,21 - 2016,14,TRUE
2016/05/21,45,FALSE,bottom-shelf,FALSE,FALSE,945,21,0.512786065,82669.24841,2669.248413,3,33,21 - 2016,14,TRUE
2016/05/22,5,FALSE,bottom-shelf,FALSE,FALSE,105,21,0.619466395,73875.42964,-6124.570364,1,18,21 - 2016,14,TRUE
2016/05/23,17,FALSE,bottom-shelf,FALSE,FALSE,357,21,0.565014846,92033.35019,12033.35019,4,30,21 - 2016,14,TRUE
2016/05/24,24,FALSE,bottom-shelf,FALSE,FALSE,504,21,0.348944798,81732.07136,1732.071362,3,27,21 - 2016,14,TRUE
2016/05/25,11,FALSE,bottom-shelf,FALSE,FALSE,231,21,0.509368971,75025.49738,-4974.502618,1,24,21 - 2016,14,TRUE
2016/05/26,35,FALSE,bottom-shelf,FALSE,FALSE,735,21,0.335745914,81680.38198,1680.38198,3,23,22 - 2016,16.2,FALSE
2016/05/27,35,FALSE,bottom-shelf,FALSE,FALSE,735,21,0.418987648,73160.35382,-6839.646179,1,28,22 - 2016,16.2,FALSE
2016/05/28,48,FALSE,bottom-shelf,FALSE,FALSE,1008,21,0.527674591,79711.5192,-288.4807964,2,30,22 - 2016,16.2,FALSE
2016/05/29,56,FALSE,bottom-shelf,FALSE,FALSE,1176,21,0.764206867,81059.93328,1059.933282,3,32,22 - 2016,16.2,FALSE
2016/05/30,25,FALSE,bottom-shelf,FALSE,FALSE,525,21,0.451781881,67832.76181,-12167.23819,1,24,22 - 2016,16.2,FALSE
2016/05/31,30,FALSE,bottom-shelf,FALSE,FALSE,630,21,0.500479913,80668.31003,668.3100341,3,20,22 - 2016,16.2,FALSE
2016/06/01,41,FALSE,bottom-shelf,FALSE,FALSE,861,21,0.503948189,83325.60416,3325.604156,3,30,22 - 2016,16.2,FALSE
2016/06/02,34,FALSE,bottom-shelf,FALSE,FALSE,714,21,0.635992658,80070.46935,70.46934708,2,24,23 - 2016,16.2,FALSE
2016/06/03,81,TRUE,top-shelf,TRUE,FALSE,1530.9,18.9,0.69099121,75161.54062,-4838.459378,2,31,23 - 2016,16.2,FALSE
2016/06/04,65,TRUE,top-shelf,TRUE,FALSE,1228.5,18.9,0.573999821,86337.79922,6337.799224,4,19,23 - 2016,16.2,FALSE
2016/06/05,83,TRUE,top-shelf,TRUE,FALSE,1568.7,18.9,0.476198254,85825.87973,5825.879731,4,33,23 - 2016,16.2,FALSE
2016/06/06,84,TRUE,top-shelf,TRUE,FALSE,1587.6,18.9,0.629009478,83697.26423,3697.264234,3,32,23 - 2016,16.2,FALSE
2016/06/07,74,TRUE,top-shelf,TRUE,FALSE,1398.6,18.9,0.680763926,78108.54755,-1891.452449,2,25,23 - 2016,16.2,FALSE
2016/06/08,76,TRUE,top-shelf,TRUE,FALSE,1436.4,18.9,0.556946895,89592.6916,9592.691603,4,33,23 - 2016,16.2,FALSE
2016/06/09,54,TRUE,top-shelf,TRUE,FALSE,1020.6,18.9,0.347495249,84978.03486,4978.034863,4,19,24 - 2016,16.2,FALSE
2016/06/10,40,FALSE,bottom-shelf,FALSE,FALSE,840,21,0.366505956,82656.81936,2656.819363,3,20,24 - 2016,16.2,FALSE
2016/06/11,48,FALSE,bottom-shelf,FALSE,FALSE,1008,21,0.248408843,79949.40637,-50.59363165,2,25,24 - 2016,16.2,FALSE
2016/06/12,31,FALSE,bottom-shelf,FALSE,FALSE,651,21,0.418653789,65479.5909,-14520.4091,1,25,24 - 2016,16.2,FALSE
2016/06/13,45,FALSE,bottom-shelf,FALSE,TRUE,945,21,0.31480867,88752.95548,8752.955484,4,28,24 - 2016,16.2,FALSE
2016/06/14,59,FALSE,bottom-shelf,FALSE,FALSE,1239,21,0.801998211,81703.01538,1703.015379,3,34,24 - 2016,16.2,FALSE
2016/06/15,31,FALSE,bottom-shelf,FALSE,FALSE,651,21,0.598824787,87537.76869,7537.768695,4,24,24 - 2016,16.2,FALSE
2016/06/16,19,FALSE,bottom-shelf,FALSE,FALSE,399,21,0.512144607,73032.06837,-6967.931633,1,26,25 - 2016,14,TRUE
2016/06/17,41,FALSE,bottom-shelf,FALSE,FALSE,861,21,0.488587715,79819.45806,-180.5419365,2,31,25 - 2016,14,TRUE
2016/06/18,40,FALSE,bottom-shelf,FALSE,FALSE,840,21,0.443227796,75691.26511,-4308.734892,2,30,25 - 2016,14,TRUE
2016/06/19,18,FALSE,bottom-shelf,FALSE,FALSE,378,21,0.386087396,73473.69289,-6526.307113,1,20,25 - 2016,14,TRUE
2016/06/20,25,FALSE,bottom-shelf,FALSE,FALSE,525,21,0.414184816,73470.30372,-6529.696277,1,32,25 - 2016,14,TRUE
2016/06/21,19,FALSE,bottom-shelf,FALSE,FALSE,399,21,0.512750261,62956.70199,-17043.29801,1,27,25 - 2016,14,TRUE
2016/06/22,36,FALSE,bottom-shelf,FALSE,FALSE,756,21,0.443631105,83178.71463,3178.71463,3,32,25 - 2016,14,TRUE
2016/06/23,17,FALSE,bottom-shelf,FALSE,FALSE,357,21,0.509421704,70696.96444,-9303.035563,1,24,26 - 2016,14,TRUE
2016/06/24,41,FALSE,bottom-shelf,FALSE,FALSE,861,21,0.484797273,82712.72553,2712.725535,3,28,26 - 2016,14,TRUE
2016/06/25,16,FALSE,bottom-shelf,FALSE,FALSE,336,21,0.645177439,87497.6426,7497.6426,4,19,26 - 2016,14,TRUE
2016/06/26,33,FALSE,bottom-shelf,FALSE,FALSE,693,21,0.660106602,80312.69431,312.6943144,3,27,26 - 2016,14,TRUE
2016/06/27,21,FALSE,bottom-shelf,FALSE,FALSE,441,21,0.391335626,81751.40186,1751.401858,3,20,26 - 2016,14,TRUE
2016/06/28,29,FALSE,bottom-shelf,FALSE,FALSE,609,21,0.343246956,77772.19565,-2227.804351,2,30,26 - 2016,14,TRUE
2016/06/29,17,FALSE,bottom-shelf,FALSE,FALSE,357,21,0.380442267,68648.35092,-11351.64908,1,25,26 - 2016,14,TRUE
2016/06/30,30,FALSE,bottom-shelf,FALSE,FALSE,630,21,0.501784119,82972.94008,2972.940075,3,26,27 - 2016,14,TRUE
2016/07/01,41,FALSE,mid-shelf,FALSE,FALSE,861,21,0.672708211,87598.05622,7598.05622,4,31,27 - 2016,14,TRUE
2016/07/02,33,FALSE,mid-shelf,FALSE,FALSE,693,21,0.261055378,86814.88207,6814.882067,4,30,27 - 2016,14,TRUE
2016/07/03,35,FALSE,mid-shelf,FALSE,FALSE,735,21,0.434804514,72876.37082,-7123.629176,1,26,27 - 2016,14,TRUE
2016/07/04,14,FALSE,mid-shelf,FALSE,FALSE,294,21,0.583650507,73041.87676,-6958.123243,1,19,27 - 2016,14,TRUE
2016/07/05,23,FALSE,mid-shelf,FALSE,FALSE,483,21,0.583847857,69556.65361,-10443.34639,1,24,27 - 2016,14,TRUE
2016/07/06,34,FALSE,mid-shelf,FALSE,FALSE,714,21,0.486323066,82167.49044,2167.490437,3,25,27 - 2016,14,TRUE
2016/07/07,33,FALSE,mid-shelf,FALSE,FALSE,693,21,0.416356973,95845.17884,15845.17884,4,21,28 - 2016,16.2,FALSE
2016/07/08,35,FALSE,bottom-shelf,FALSE,FALSE,735,21,0.459868943,90557.07957,10557.07957,4,24,28 - 2016,16.2,FALSE
2016/07/09,35,FALSE,bottom-shelf,FALSE,FALSE,735,21,0.5354112,89100.05738,9100.057377,4,23,28 - 2016,16.2,FALSE
2016/07/10,40,FALSE,bottom-shelf,FALSE,FALSE,840,21,0.415683737,81424.74702,1424.747021,3,28,28 - 2016,16.2,FALSE
2016/07/11,50,FALSE,bottom-shelf,FALSE,FALSE,1050,21,0.580106168,79080.85809,-919.1419107,2,34,28 - 2016,16.2,FALSE
